i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 8 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 8 integral: 2.800000 error: 0.976852 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 9 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 3.200000 error: 1.126836 Nevents: 1000
i: 9 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 0 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 4 integral: 2.800000 error: 0.976852 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 4.000000 error: 1.258571 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 2.800000 error: 0.976852 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 2.400000 error: 0.976852 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 1 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 2.400000 error: 0.976852 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 3 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 3.200000 error: 1.126836 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 7 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 2.400000 error: 0.976852 Nevents: 1000
i: 8 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 2.400000 error: 0.976852 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 7 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 3 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 8 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 9 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 2 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 3 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 4 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 7 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 0 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 6 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 7 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 0 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 1 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 2 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 6 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 7 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 8 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 8 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 5 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 6 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 7 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 8 integral: 0.000000 error: 0.000000 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 1 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 2 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 3 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 4 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 5 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 6 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 7 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 8 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 9 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 0 integral: 2.800000 error: 0.976852 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 4 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 5 integral: 2.400000 error: 0.976852 Nevents: 1000
i: 6 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 7 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 8 integral: 2.000000 error: 0.892188 Nevents: 1000
i: 9 integral: 0.800000 error: 0.565119 Nevents: 1000
i: 0 integral: 1.600000 error: 0.798398 Nevents: 1000
i: 1 integral: 1.200000 error: 0.691780 Nevents: 1000
i: 2 integral: 0.400000 error: 0.399800 Nevents: 1000
i: 3 integral: 0.400000 error: 0.399800 Nevents: 1000
